,Unnamed: 0,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect
604,604,Overloading has caused serious consequences.,There are rules for penalizing such consequences.,"Overloading increases risks to safety and infrastructure, necessitating regulatory enforcement.",0.016681488504399423,0.010649525273338602,0.023595590122024408
605,605,Mike is a sheriff.,He was elected as officals in his county.,Mike was elected due to his qualifications and trustworthiness.,0.0175305624833947,0.008008808307165388,0.012745494478597819
606,606,Tom has many adjacent plots.,These plots are full of wheat.,Tom is growing wheat to sell as a crop for income.,0.007335371227233975,0.027171929135314733,0.014451962337546581
607,607,He wiped those nourishment on the tissue.,The test showed that the deeper tissue has got the nourishment.,"The deeper tissue has more blood vessels, allowing for greater absorption of the nourishment.",0.011118547789665634,0.03135201261621937,0.018972491869797756
608,608,Larvaceans are growing every day.,Larvaceans would handle more materials to make their houses more comfortable.,Larvaceans need better materials to better protect them from predators.,0.008727429086057212,0.030559283187815756,0.009478676289143697
609,609,Tom borrows money from his colleagues every day.,He is in debt now.,He is in debt due to borrowing money from his colleagues.,0.02513653384361518,0.029682681176198888,0.03923163752601009
610,610,Lucy recently has a diet.,She eats a lot of fruit instead of rice .,"Lucy is trying to lose weight, so she's swapping high-calorie foods for healthier, lower-calorie options.",0.03344584656872399,0.031864101973972686,0.028528254275734143
611,611,This boy was provided with enough toys in his childhood.,His sensory organ developed very well.,"He was able to explore and interact with his toys, stimulating the development of his sensory organs.",0.01853874994666374,0.027252636110715593,0.022243109125369375
612,612,Trogons are good at finding cavities.,Trogons built their home in a cavities.,Trogons need an enclosed space to nest and raise their young.,0.013630983856383736,0.018608881343721913,0.02138746859602303
613,613,This field is all monoculture.,They all just grow corn.,Monoculture is more efficient and less expensive for large farms.,0.012109781903727601,0.019606502308286824,0.015135331620908837
614,614,There are many paths in the park.,They have different functions.,Different paths provide varying routes and access to different areas of the park.,0.00590201046472234,0.01304953403007625,0.028866162649672976
615,615,Tom's body is deficient in protein.,The doctor advised him to eat more lean pork.,Protein helps build and repair body tissues and pork is a good source of lean protein.,0.05928144048308771,0.08326670997156617,0.060666873456639105
616,616,These membranes are permeable.,Exchanges can occur across them.,Permeable membranes contain pores that allow passage of molecules.,0.002689835083693793,0.006661279362226634,0.08332149076653356
617,617,Iron man is dying.,Every one in the audience region is weeping or crying.,They are mourning the loss of a beloved hero and mentor.,0.013724572203561694,0.014893170874150837,0.025541169202520312
618,618,She had a blood routine examination.,The doctor found the level of carbon dioxide was too high.,"The body isn't expelling enough waste, causing carbon dioxide to build up.",0.02245739410636169,0.0843913877357644,0.03062534428831078
619,619,John wanted to raise a semi-hardy perennial.,He raised buttercups.,Buttercups are semi-hardy and easy to care for.,0.003171194325267207,0.003434893858856435,0.007491394346512031
620,620,A lady needed twigs to make an art work.,She took the scissors to cut the shrubs.,She needed to cut the shrubs in order to obtain the twigs she needed.,0.03891287857538495,0.035066026008551486,0.031570282148207285
621,621,John is looking in the mirror.,He found his eyes blue.,John's eye color is inherited from his parents' genes.,0.08467191384669925,0.08688347048538785,0.06782114836940152
622,622,The house owner wanted some trees inside his house.,He decided to buy some hemlocks.,"Hemlocks are hardy evergreen trees with attractive foliage, making them ideal for an indoor landscape.",0.011071031436861898,0.0486609773814107,0.01945283568718249
623,623,The house was on fire and the people needed water to put it out.,People came to the bay.,"The house was near the bay, making it the quickest access to water.",0.026452694425542895,0.03061833400244866,0.041490462678755724
624,624,He was confused when he faced options.,He was confused about which career path to choose.,He was unsure of which option would best suit his goals and aspirations.,0.018541886415069805,0.02313973413300305,0.021851971023254597
625,625,Tom is a petrologist.,Tom studies rocks as his analysis.,Tom studies rocks to understand their formation and composition.,0.0002937996845847763,0.004211842296807626,0.0007066491466828374
626,626,I have difficulty checking all the machines.,I turn to the technology of my colleges.,Collective intelligence allows faster problem solving.,0.006360743603063547,0.016337651095927108,0.0118856465347551
627,627,The weather is hot throughout this year.,Beets dosen't grow well.,High temperatures reduce optimal growing conditions for beets.,0.006796539558743672,0.01869191101311169,0.020585343749022992
628,628,The doctor diagnosed the spread of virus particles in the patient.,The doctor found that there were on all epithelial surfaces.,The virus particles spread through contact with infected surfaces and secretions.,0.028185519481342253,0.04176890911807847,0.06135647793939001
629,629,The content of methanol in the new house overwhelmed the body's capacity.,The worker was poisoned.,Methanol is toxic and can overtake the body's ability to process it.,0.020153989449079136,0.022850398989835336,0.03587115347249517
630,630,He explored the metal coating of halogen lamps.,He found some dysprosium.,Halogen lamps use dysprosium to protect against premature bulb failure.,0.001914342994407343,0.0019117949708364103,0.2522136329776216
631,631,Tony wanted to buy some food.,He bought one hamburger in a McDonald's store.,"He wanted a quick, fast food meal.",0.03889475377332605,0.04413159712741006,0.03289120684317613
632,632,He grew up and became a well-known jeweler.,He created a lot of fine jewelry.,"He had a strong passion for craftsmanship, an eye for beauty, and an ambition to succeed.",0.18634768991307643,0.012397854506779845,0.0987930622229297
633,633,Those men are hikers.,They have a strong desire to drink water.,They need to stay hydrated to endure their hike.,0.0016077154868463478,0.02273968767195368,0.0011388817789584605
634,634,Air pressure should be measured.,Barometers are needed.,Barometers measure atmospheric pressure to determine weather conditions.,0.0709781284341251,0.16764928602451076,0.08620504948801898
635,635,A group of thiefs were caught.,They handed in the stolen things.,They were ordered to by the police.,0.03706000335274768,0.030624312101277956,0.02591307096728483
636,636,He composted the soil.,The pH of the soil gradually balances out.,"Organic matter in the compost increases microbial and nutrient activity, buffering pH levels.",0.06959165983311959,0.11240158014587749,0.20969770414044112
637,637,My grasshopper did not drink the water I prepared.,"It is normal, what it eats have enough water.",Grasshoppers are adapted to acquire water from the food they eat.,0.024417178972145955,0.0343053179814847,0.02495238380741659
638,638,The machine has some functions similar to the human minds.,It can identify some obvious patterns.,"Machine processes data faster, allowing it to detect patterns quicker.",0.011745951956538346,0.01850434823133341,0.017502118088502928
639,639,Tom squeezed all the fuel with the machine.,The fuel compression was done.,To make the fuel more space efficient and easier to transport.,0.014585111753539689,0.030771405362809374,0.020972404256419518
640,640,John observes the way animals breathe.,He saw the diaphragm contract as the rabbit inhaled.,The diaphragm contracts to draw air into the lungs during inhalation.,0.09765025677913944,0.14268039459926066,0.13651877238868637
641,641,I bred this tiny dog as my pet.,My family called it toy.,The dog was so small it seemed like a toy.,0.03711723575769755,0.04235133953328623,0.0784542947652902
642,642,The frogfish rushed to its prey.,The prey got into its mouth.,"The frogfish expanded its mouth quickly, creating suction to capture the prey.",0.00677111766698902,0.014358671689210263,0.01275017888283071
643,643,Tom stepped in narrow deep cracks in the glacier.,His friend yelled tom stepped in Crevasses.,"Crevasses are deep crevices or cracks in a glacier, making them dangerous to step into.",0.2223972467492375,0.048814112255797355,0.24862517230926734
644,644,The list shows that you used much water last month.,I cleaned my whole house in and out during last month.,I deep-cleaned my house to prepare for a move.,0.02172127519814297,0.02308563740890157,0.023527832428077204
645,645,This special organization is in charge of tracking.,It manages occurrence of data.,Tracking and managing data helps measure and analyze growth over time.,0.026794381801467038,0.04181587882914057,0.023871754768042396
646,646,Synthetic resin smells toxic when burned.,Tom's clothes made of polyester smell poisonous when burned.,"The toxic chemicals in the resin and polyester release when burned, creating a noxious smell.",0.10319534586102379,0.11638196767700953,0.12204725693371977
647,647,There are many sparrows in the orchard.,Many insects are eaten by them.,Sparrows feed on insects to obtain necessary nutrients for survival.,0.02546231474312534,0.018451692826041324,0.03384653746077724
648,648,He was bit by wasps.,He felt very painful.,"The wasps injected venom into his skin, causing inflammation and pain.",0.008949658900727409,0.04517777332153398,0.12048532871444936
649,649,My baby became a teenager.,The baby bike could not bear his weight.,"Baby bike was designed for lighter weight, not suitable for a teenage's weight.",0.007382447125366491,0.01611550890900554,0.022518599123312576
650,650,I had a budgie.,I found its interest.,"Budgies are naturally curious, so it had an interest in its environment.",0.00029509971930656364,0.005095865174299113,0.0002978664138394509
651,651,Tom is an engineer.,He studies different kinds of structures.,"Tom studies structures to understand their design, strength and stability.",0.004212501445313403,0.0062435425785658735,0.005204972937161125
652,652,The clocks are moving all the time.,They are like living creatures.,Clocks change time by measuring increments of motion.,0.01529784678925742,0.013505598291760547,0.0212574714244506
653,653,The gardener was hired to take care of my poinsettias.,He prevented it from harm of mealybugs with great efforts.,The mealybugs infestation can damage poinsettias' health and vitality.,0.019704593906694726,0.10788616369426277,0.025856853875203506
654,654,Tom searched the Internet for the nature of loudness of an instrument.,It turned out to be dynamics.,Dynamics is the degree of loudness or softness of an instrument or musical passage.,0.0180897264215142,0.017226059933251624,0.028090935772600172
655,655,It is important for people to know important events of the country every day.,The editor has left a special page for national news.,This page keeps citizens informed of the nation's progress and development.,0.06637577170707831,0.06373272458015637,0.08080841086729426
656,656,Tom was infected with pneumonia.,Tom's family was worried about him.,Tom's family was worried because pneumonia can be serious and potentially life-threatening.,0.009474859838081053,0.014043442991195755,0.017768497064016935
657,657,Tom has just had a wine.,Tom fails the blood test.,"Alcohol can stay in the bloodstream for up to 24 hours, causing Tom to fail the test.",0.004460440758712141,0.01670991188965398,0.03383210947963506
658,658,They climbed up to the peak of the hill.,They felt the climate much colder than that at the foot of the hill.,The thin atmosphere caused by the higher altitude allowed colder temperatures to settle.,0.009182385857029504,0.026678503451592925,0.018063017987393168
659,659,Color in a relatively permanent skin layer like the dermis would not fade soon.,Tattoos can keep its color for a long time.,"Tattoo ink is injected into the dermis, which is a deeper layer of skin and very slow to shed, thus preserving the color",0.028270688348665002,0.030001116504444574,0.07342120743227884
660,660,Kate is suffering from thermal hyperalgesia.,Kate's doctor prescribed a drug containing zinc.,"Zinc helps reduce inflammation, which can alleviate thermal hyperalgesia.",0.019792853614873592,0.026710933323452007,0.018550033043144294
661,661,Some of the leaves on Tom's potted plants are getting old and dying.,There are mildew spots on some leaves.,"It's due to too much moisture, lack of sunlight, or poor air circulation.",0.02091208547344261,0.022498655700411638,0.02659364260009075
662,662,Tom wants to draw a digital image.,Tom draws graphics by drawing pixels.,Tom draws pixels because it is the building block of creating digital images.,0.09289398092956118,0.0566120940611053,0.09975772298264804
663,663,She is a witch.,She can heal small animals.,She uses her magic to help others in need.,0.004619313702995519,0.008705585918219972,0.020642879013560832
664,664,Kur is using a microscope to observe the growth of pollen tubes from the surface of pollen grains.,Kur named it germination.,"Germination is the process of a pollen grain sprouting, stimulating growth of a pollen tube.",0.07792105856034816,0.10244492866459122,0.11544331568916204
665,665,Lucy has suffered form infertility.,Lucy didn't deliver a live baby.,"Lucy's infertility was likely caused by a medical issue, preventing her from carrying the baby to delivery.",0.01478671027073266,0.03422513181225267,0.0268080856842911
666,666,There was a light rain in the polluted city.,The visibility was lower.,"Rain mixes with air pollutants, reducing visibility due to a higher concentration of particles.",0.020227635354330507,0.02675935244087646,0.04561366508881225
667,667,The building is of low visibility in fog.,It can only be seen to a low degree.,The fog blocks the visibility of the building.,0.007314023679349887,0.007904953346393625,0.2518464752186084
668,668,These adolescent boys haven't had any relationships yet.,Masturbation occurs frequently.,They haven't matured enough socially to form relationships yet.,0.024154850598017016,0.021408784038385413,0.013344249928171795
669,669,Tom wants to collect fructose.,Tom chooses kiwi to collect fructose.,"Kiwi is a good source of fructose, an important component of carbohydrates.",0.0004710601279775389,0.05471995972575496,0.005063170522791294
670,670,Tom wants to take photos of kinglets.,Tom goes to evergreen forest to find the bird.,Evergreen forests are known habitats for kinglets.,0.07015840704984427,0.08794084625771852,0.05213195444682859
671,671,Bob told his mother that the bird was masticating happily.,Mother pointed out Bob's mistake and said that birds can't masticate.,Birds do not have teeth to masticate food with.,0.01805373864912185,0.014835829080395288,0.014583021148371442
672,672,He wants to control noise.,He uses slits as devices.,"Slits can be used to diffract sound waves, decreasing noise levels.",0.012348939725733851,0.009200338608444629,0.014270417289032958
673,673,Peter had a serious illness when he was a baby.,His mental development is slower than that of his peers.,His brain didn't develop normally due to the illness.,0.016641591592494426,0.026750082290794452,0.02231724071122026
674,674,The man invented speech resynthesis.,Its is possible for text-to-speech process in different languages.,"Speech resynthesis allows text to be converted into spoken language, regardless of the language.",0.01350180825432981,0.03178037815322648,0.018975336145722856
675,675,The magazine has pictures of naked girls.,The magezing is classified as pornographic magazine.,The pornographic nature of the magazine is due to the revealing images of naked girls.,0.014071148571954113,0.02209566932836602,0.025766441079693083
676,676,Ability of chemically interacting with many other substances indicates chemical instability.,Phenols has chemical instability.,Phenols are highly reactive molecules due to their lone pair of electrons.,0.06257117621148664,0.056476895672452954,0.06931269341894922
677,677,The explorer wore crampons in climbing the snow mountain.,The spike-soled boots helped him in climbing.,Crampons provide a grip on slippery terrain for the explorer to climb the snow mountain safely.,0.09898664112180719,0.06054991201582563,0.42157394137410276
678,678,Mary has to settle all the problems in these three modules.,She tries different principles and solves them respectively.,To ensure the optimal functioning of the modules.,0.016064083369209423,0.017321319957541135,0.02212980610173208
679,679,His major is kinesiology.,He is very knowledgeable about movement.,Kinesiology studies the biomechanics and mechanics of human movement.,0.005222041495265778,0.009018892218393965,0.01000943497924565
680,680,The multiplet volume increases rapidly.,The occurrence of flocculation had an obvious influence.,"Flocculation caused the particles to aggregate, increasing total volume.",0.0010848672118505902,0.10237663108392983,0.0075838921531042195
681,681,He bought some equipment.,He got some cloak devices.,He bought the equipment to have covert communication.,0.006919466198459725,0.021152492709481142,0.007102750083884767
682,682,This kingdom is rich in wines.,Their  vines and bounty are envied by other kingdoms.,Vineyards produce high-quality grapes for excellent wines.,0.10161663800155718,0.1898962855782183,0.4594543397143456
683,683,The restaurant sells Smoothies.,They orders fresh fruit from fruit stores.,Fruits are necessary for making Smoothies.,0.10527438085107253,0.08145466973736072,0.07496290194032636
684,684,Tom has listed a wrong equation.,The whole problem solving process was wrong.,Tom did not understand the problem correctly.,0.03863917211188417,0.03610630259916948,0.035167374141472675
685,685,Scientists cut off the lateral roots of ragweed.,Ragweed is still vigorous.,Ragweed can absorb nutrients from its extensive lateral root system.,0.01644343542821242,0.019896126316797415,0.027840138881588913
686,686,Lake wants to work out full hard glute.,Lake's fitness instructor asked him to practice lunge.,"Lunges are a great exercise to target, strengthen & tone the glutes.",0.029635942071583144,0.04629064668010544,0.027429440936208152
687,687,Som oil was added to the carrier oil.,The carrier oil was diluted.,The carrier oil was diluted to reduce the potency of the essential oil.,0.025733687338158957,0.03014978970558817,0.04475156765842831
688,688,The Adhesives were exposed to oxygen.,They hardened.,"The oxygen reacted with the adhesive, causing it to polymerize and harden.",0.01965097096465246,0.013249924453538398,0.022048002201845524
689,689,Tom lost his legs before many years when he happened to a car accident.,He can't walk.,"Car accident caused him to lose his legs, so he can't walk.",0.011664585697926777,0.008200450513866529,0.03672108931267911
690,690,A boy slipped on the ice.,The boy followed him slipped too.,The boy's weight caused them to both slip due to the unsteady surface.,0.010663400835714772,0.01638653190229217,0.0170241242061796
691,691,Tom is going to buy a bicycle.,He is also equipped with a helmet for safety.,Tom is wearing a helmet to protect himself while riding his bike.,0.042494191856735586,0.04175983492846095,0.0545145461609646
692,692,This tree has great viability.,It has great potential to germinate.,"It has access to water and sunlight, giving it ideal conditions for growth.",0.08508895180386084,0.050069297021447356,0.07257400794681708
693,693,Tom has some biluminescenes in the sea.,He found that there were some dinoflagellates.,Dinoflagellates cause bioluminescence when disturbed by movement.,0.036890117976454195,0.43503844451641244,0.05418836443777849
694,694,There was a swan in the office.,The official got the beautiful feather.,The official wanted to keep the swan's beautiful feather as a souvenir.,0.011096691844413144,0.017098311062086095,0.01567169760380117
695,695,It had been fifteen years since the aardwolf was born.,It died before long.,It didn't live long due to a shortened lifespan.,0.00415737129652005,0.016964482007102655,0.008865880549686745
696,696,There is something wrong with the patient's valve.,The doctor found that his valve did not close when the heart contracted.,The valve is not closing properly due to a structural defect.,0.02382392872916697,0.028002462563727876,0.024126541618447482
697,697,Jerry is allergic to lactose.,He may eat most unusual foods by mistake.,He is not aware of allergens in foods due to a lack of knowledge.,0.03117927363646877,0.04056521697278131,0.13260156293054598
698,698,A pterosaur was running in the forest.,No one can run more fast than it.,"Pterosaurs had wings, allowing them to move quickly through the air.",0.008711414207280348,0.016136726019746826,0.0065347173036897
699,699,Tom was diagnosed with asexuality.,His wife has no sexual desire on him.,Tom's lack of sexual interest in his wife is caused by his asexuality.,0.024539349047392616,0.029644358670782994,0.028353793511759012
700,700,The boys were trained with patterns.,They developed fixed habits.,The boys created fixed habits because repetition encourages muscle memory.,0.004681080558911991,0.011248820090100907,0.012794586924460762
701,701,The orphan Lucy was sad when she saw a happy family.,The leader of the orphanage decided to find a kind person for her to adopt her.,The orphanage wanted to give Lucy a loving home and family.,0.10108125651061631,0.09813047008099776,0.138166080747261
702,702,Lucy's trainer is both a teacher and friend.,She extremely likes her trainer.,"Her trainer is supportive and encouraging, helping her reach her goals.",0.004621429666244963,0.005093062178941009,0.015514565827187386
703,703,Tom was lying in the bed and reading a book.,He fell asleep in a few minutes.,He was tired and the book was calming and soothing to him.,0.03672701523542719,0.038584657065154127,0.05258702153119526
704,704,Developer Edward was asked to optimize the design.,He hence did unit tests.,Edward performed unit tests to ensure the design is optimized to its fullest potential.,0.007521061680197593,0.007543989235540422,0.029889610171220618
705,705,Jack suffers from asthma.,Doctors diagnosed his son with asthma.,Jack's son likely has asthma due to a familial predisposition.,0.030563539182831535,0.03142750960363964,0.029999686494962832
706,706,Tom put a magnet near some coins. .,The coins were attracted together by the magnet. .,Magnetism causes opposing poles to attract each other.,0.009782751881205953,0.007394479120184518,0.083773647285163
707,707,Too many activities have been hold in this city.,Some residents were injured during these activities.,Lack of proper security and safety measures led to injuries.,0.017616289504191616,0.02798564584474762,0.029980961372361333
708,708,The environment here is suitable for the family cercopithicidae.,There are many mangabeys living here.,Abundant food and habitat diversity suitable for cercopithicid species.,0.015522464018655757,0.015953976193897476,0.02727660114941965
709,709,The acne bacteria was blocked under thick cloth.,The cloth was cut for oxygen to get in.,The cloth allowed oxygen to enter for the bacteria to survive.,0.019567749786423623,0.021834904524549375,0.09496992951489647
710,710,John put on his the reading glasses to see the ground.,John found a dent in the ground.,The dent in the ground was likely caused by the impact of a heavy object.,0.01467978878108493,0.030692635501984308,0.017574329536113827
711,711,"In addition to the daily food, I also put aquatic insects into merganser's nest.",The next day I found that the aquatic insects had been eaten.,The mergansers were attracted to the aquatic insects as a food source.,0.020974969480216193,0.033298681760231964,0.030101232995393724
712,712,A salesman visited her and recommend her some laundry detergents.,She was impressed with the salesman’ politeness.,"The salesman was polite, respectful and helpful, making a positive impression on the customer.",0.010015202061993685,0.026333084618952663,0.01721453301511459
713,713,Some parasites lay their eggs on cloves.,A few days later the eggs died.,"Eggs need a host to survive, so without one, the eggs will die.",0.0045519566993491925,0.005708779181255202,0.01536809123490194
714,714,Tom picked up a whip.,He gave it back to the jockey.,Tom gave the whip back to the jockey because it was theirs.,0.008702306105216003,0.013516434970940117,0.015590529152007556
715,715,I heard bird songs from green leaves.,I began to look for the orioles hidden in it.,I wanted to observe the birds in their natural habitat.,0.18771501232483725,0.12637751128236407,0.12998815851065573
716,716,The workers have prepared some silts.,They plan to utilise them to build walls.,The silts help reinforce and strengthen the walls.,0.006145442984716694,0.01175961217109681,0.007581283144286516
717,717,Lucy majors in ecology.,She studies the relations among different creatures.,She studies ecology to understand how organisms interact and depend on each other.,0.009647415494180215,0.015346664161491367,0.012833078217611194
718,718,He put the cells in contact with the surface.,He found that adhesion had occurred.,"The cells had molecules that attracted to molecules on the surface, causing adhesion.",0.07344861312582002,0.0750843212861388,0.10165972399228351
719,719,A robin is hungry.,It flies to the ground for food.,The robin is searching for food to sustain itself.,0.019391229372109298,0.004210432585495864,0.022460257085383958
720,720,They decided to travel China this summer.,They first left Beijing and started from Shanghai.,"They wanted to explore China from East to West, starting from Shanghai.",0.203322701922556,0.2540038207501916,0.13029161697512856
721,721,He was honored as a hero because of his brave deed.,He was allowed three days of extra holiday and he returned his home.,He saved someone's life in an act of bravery.,0.012509261198030983,0.017512765900559682,0.017499972727280287
722,722,Tom has a strong ability to survival.,He was the final winner of the game.,"Tom's perseverance, adaptability and agility enabled him to outlast the competition.",0.012015914523027693,0.01642757612020606,0.026007274170557704
723,723,Jason and I saw a mammal passing along.,He told me there is a good chance that this mammal is an artiodactyl.,"An artiodactyl is a mammal with an even number of hooves, which this mammal likely had.",0.005312678208985012,0.045467842436255713,0.005543729485539381
724,724,The scientists injected nitrite into child blood.,The scientists found that the oxygen carrying capacity of the child's blood declined.,"Nitrite reduces the amount of hemoglobin, reducing oxygen-carrying capacity.",0.02933267184282623,0.042332672305358136,0.05665348557978774
725,725,We saw something plunge-diving from the air.,The teacher explained it was a booby getting its food.,Boobies dive into the ocean to capture prey fish with their beaks.,0.0040044628434041645,0.009015911273083729,0.010308009908897879
726,726,A star crashes into the sun where nucleosynthesis occurs.,The star is burned and squeezed into ashes.,"The intense pressure and heat of the sun produces nuclear fusion, destroying the star.",0.0363774554686374,0.04788752994717267,0.04744821701744764
727,727,Lucy's mother took use of astragalus to make food for her.,Lucy becomes much healthier than before.,"Astragalus boosts immunity and digestion, leading to better health.",0.014483658262284435,0.014859952040849942,0.016695071420026807
728,728,Mineral-rich herb is good to human body.,He bought some chickweed to build his body.,Chickweed is high in minerals which help improve overall health.,0.05233122917996182,0.035542004166578274,0.07351697444052481
729,729,The scientist applied some nitrogen fertilizer to the lawn.,The lawn has absorbed nitrogen fertilizer.,Nitrogen is an essential element for plant growth and health.,0.25444044801615134,0.1991175527868847,0.2411363491681725
730,730,Tom eats dairies every day.,He kept health.,"Eating dairies provides important nutrients like calcium, Vitamins A and D, and protein to help keep the body healthy.",0.01757919912799078,0.022466606149028862,0.05103779433309633
731,731,My major is anthropology.,I study people in different culture settings everyday.,To better understand the diversity of our world and its people.,0.026781939543499472,0.04737896950416456,0.02259398308056521
732,732,Frank eats nutritious food every day.,He is getting smarter and smarter than before.,Eating nutritious food provides the vitamins and minerals necessary for brain development.,0.00011484077804627132,0.00018221403450008369,0.1022979282978546
733,733,Mary found the extrusion of a mass through her vagina.,The diagnosis showed that this was prolapse.,"Prolapse occurs when organs fall from their usual position in the body, leading to the extrusion of a mass.",0.016550338462088324,0.016430207000419167,0.0228620651131977
734,734,He likes making animations.,He enjoys the process of making still images appear alive through the action of motion.,It allows him to bring his ideas to life.,0.016492479655300582,0.03184362488248415,0.017940746452494924
735,735,Lucy recenly did a reserach about berkelium.,She found that there was somehting in common with actinide.,"Berkelium is an actinide element, so it shares certain characteristics with other actinides.",0.00037666357112424654,0.0024398906827478735,0.0010270823682778632
736,736,There are several ocelots near Tom's farm.,Tom loses his sheep once a week.,The ocelots are likely preying on the sheep due to its proximity.,0.014209186676817143,0.009599712043629223,0.01852309538544112
737,737,Metabolism indicates change of energy.,Trainers have changes of energy in their body.,"Trainers expend energy during physical activity, and must replenish their stores to maintain health.",0.019701917180643923,0.02248012429553978,0.060021990084602544
738,738,Grace's father caught a babirusa.,Grace couldn't bite its meat at dinner.,"Grace's father caught a babirusa, which is a protected species, so eating it is illegal.",0.015921818850443505,0.044972673118165614,0.01341623491264356
739,739,The guest asks for a new plate.,The waitress walked to him.,The waitress needed to bring the guest a new plate.,0.03320382128380495,0.02933283486702559,0.04558565477454303
740,740,Lina went into her bedroom carelessly.,She was tripped by the chair.,The chair was in her way and she didn't see it.,0.0058647008490142725,0.00843128108428256,0.0065392522289164975
741,741,He said he saw leprechauns yesterday.,I knew he told a lie.,He's exaggerating; leprechauns are mythical creatures.,0.019944884567430512,0.015149687076445525,0.02203969007929405
742,742,Fresh air should be delivered.,More tubes are needed.,More tubes are needed to increase air circulation.,0.0033335396709592425,0.004846231135381839,0.006815279013276264
743,743,Having pollen stored up is something the bees are keeping for mid-late winter.,The queen begins to increase her egg laying rate at that time.,The queen is increasing egg laying to ensure that the hive has plenty of worker bees for the foraging season.,0.03927977729696984,0.073565787183885,0.11699947531643935
744,744,This bee hurts and cannot dance.,It cannot communicate with other bees about the food sources.,"The bee is injured and unable to move, preventing it from gathering food or signalling others.",0.007318974161697897,0.013996520142703549,0.00787119378519799
745,745,John has a pest infestation in his garden.,He bought some medicine to get rid of squash bugs.,"John bought medicine to get rid of squash bugs, which were causing a pest infestation in his garden.",0.01611931169286319,0.021389835170035783,0.05473920017409626
746,746,Litter killed the cleaner.,All aspects of society should be responsible for his death.,Society should be responsible because it created the conditions which made the death possible.,0.009570253698244898,0.020719210263480628,0.011910859646560412
747,747,Jack is an oceanographer.,He is at sea all the year round.,He is studying ocean phenomena and monitoring changes in the marine environment.,0.01209955449738427,0.027397283427737083,0.01761662064420449
748,748,Tim learnt more knowledge with the growth of age.,He becomes more excellent than before.,"Tim is gaining experience, honing skills, and developing wisdom which makes him more excellent.",0.01127819656772382,0.011094862415620093,0.0333779917655325
749,749,The man wished to reach Mercury in the atmosphere.,He would have to travel a long distances.,"Mercury is very far from Earth, so it would take a long time to travel there.",0.00925279231358934,0.015663312260523823,0.027507091104452003
750,750,All students have watsed some rice and thrown them.,There are more people starving.,The world's resources are not distributed equitably.,0.010611525012222513,0.01540417277954933,0.014776377966619427
751,751,The hunter wants to hunt the deer.,He was always following the deer.,The hunter wants to capture and kill the deer.,0.14748628517339488,0.13606932402588123,0.1840240326130948
752,752,I was starved for days.,I crave for food.,"I was deprived of essential nutrients, causing my body to crave food.",0.02338859153511588,0.031074045747481283,0.019185373202172736
753,753,A long shower made my skin lost moisture.,I saw the Shrinkage on my body.,Lack of non-water molecules on skin surface caused the skin to draw in and shrink.,0.024363392307275036,0.036374503408448146,0.04379037563962793
754,754,The living environment here is harsh.,The health of residents is affected.,Harsh climate and a lack of resources lead to poor health.,0.013865349624032568,0.024017262211934266,0.025439433206056974
755,755,They poured a lot of waste water into the river.,The amount of pollutants they emit exceeds the limit.,"Excessive demand led to overuse of resources, resulting in excess pollution.",0.038388055252134026,0.07348444987848733,0.04450115542119661
756,756,Water was used as as a new source of electricity.,This hydro-energetic power manifested its own drawbacks.,Lack of consistent water flow caused uneven power generation.,0.021433575564450615,0.02781623073724028,0.04713168762762985
757,757,Tom has seen a lot of rhes and he bought some food for them.,"They are afraid of being hurt, so they walked and ate the food in Tom's hands.",Tom's kindness made the rhes feel safe enough to approach and eat.,0.022786437547338344,0.03958365750848612,0.03218824863907747
758,758,The students don't know what to represent the weight of a bull.,The teacher said that kilograms should be used.,"Kilograms are the metric unit of weight measurement, so it is the most accurate.",0.05317948907552178,0.05561205929407015,0.05883039763128616
759,759,Tom suffers from diabete.,Tom can only eat food with sweeteners when he wants to eat sugar.,Tom must avoid regular sugar to control his blood sugar levels.,0.009415135533072537,0.24245036338629827,0.011867646687694007
760,760,"When it comes to winter, trees begin to shrink.",Cedar shrinks in the smallest sense.,"Trees lose stored water, making them become shorter and more dense.",0.0041204106973226256,0.020395268251929853,0.007786358415273015
761,761,He wanted to remove hard water deposits from glassware.,He used vinegar.,"Vinegar is acidic, which can break down mineral deposits in hard water.",0.10574081187647548,0.08548485530911942,0.13490439248091193
762,762,We were curious about the light produced after a chemical reaction.,Our teacher informed us that it was chemiluminescence.,Chemiluminescence involves the release of energy in the form of light from a chemical reaction.,0.0660691426447413,0.06809368874943901,0.09333578336496887
763,763,Tom bought some bricks.,He built his own Cuckoo house.,He wanted to make something unique.,0.041108591429077926,0.03102465868588039,0.03128134533250194
764,764,Tom has put a bismuth into the beaker.,He found that the bismuth was oxidized after several hours.,The bismuth was oxidized due to reacting with the oxygen in the air.,0.018126403883063642,0.06555396559805816,0.022634688223230434
765,765,ADIS's doctor says ADIS's brain always unabated thinking.,ADIS's brain is always congested.,ADIS may have high levels of mental activity due to excess stress or an overstimulated environment.,0.009321502039682204,0.025427565059204606,0.02095173200514319
766,766,The city has a large output of newspapers.,The number of lumber farms around the city has increased.,The city needs more lumber for paper production.,0.026302778679065348,0.037558525345237376,0.03519502869693928
