,Unnamed: 0,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect
536,536,The government encourages students to learn knowledge.,Only in this way can students make an impact in the future.,"Education is essential for personal growth, societal progress, and economic development.",0.03339832204012902,0.033866342186294265,0.053790157892144294
537,537,The child described big black birds in his dream.,His parents told him not to be afraid of ravens.,Ravens are harmless birds and often associated with positive symbols such as wisdom and intelligence.,0.01750741066456187,0.010695413616971997,0.02673162093101674
538,538,The doctor told the pregnant woman to have food with high folic acid.,She went to buy beets in the supermarket.,Beets are a good source of folic acid for pregnant women.,0.03276630284821899,0.02966425572157197,0.07213554623122595
539,539,He was interest in painting.,His favorite was the painting patterns.,He liked painting patterns because of their repetitive and intricate nature.,0.012660100621752381,0.016971361310642107,0.01868105739728304
540,540,There are many areas in our country.,"We can identify the, through their different characteristics.","Geography, climate, culture, and history shape the characteristics of different areas in a country.",0.01485551813834708,0.01956713456168176,0.021729224556536735
541,541,There is no precipitation in this region. .,The prospect of the harvest looks bleak. .,Lack of rainfall affects crop growth and yield.,0.003945072842159053,0.03586644522798235,0.01307644945136981
542,542,Tom likes to eat tasteful fruit.,Tom often buys avocados.,Tom likes the taste of avocados.,0.09791712988838186,0.01640824531814491,0.09765255822976084
543,543,He is the deputy of the CEO.,He is responsible for the security of CEO.,To ensure the safety and well-being of the CEO.,0.004563747461677471,0.008981895248149787,0.0065302811449738955
544,544,Scientists are studying pollination of flowers.,Scientists found that nocturnal insets and the flowers themsleves do great help.,"Nocturnal insects are active at night when flowers are open, helping in pollination along with the flowers themselves.",0.02840125886822649,0.04691459256730842,0.037492060740421995
545,545,Tom ate a lot of spicy food.,His stomach mucosa was damaged.,Spicy food can irritate and inflame the stomach lining.,0.052754518248959666,0.0549871861162051,0.13468322791144632
546,546,The student majored in medicine had to choose a ressearch interest.,He chose Psychiatry.,"Possible answers:
- Personal interest in mental health
- Potential career path
- Felt drawn to the subject matter
- Influenced by mentors or experiences",0.019693707812150758,0.09184737133270902,0.034771754269419225
547,547,My father is an acrobat.,He tried to make my body highly plastic.,To prepare you for a potential career as an acrobat.,0.003672018563265424,0.007475081000232234,0.004028693403801738
548,548,Capitalism had a rapid development in this country.,Many factories which concentrated on production sprung up.,"Demand for goods and services increased due to population growth and technological advancements, leading to an increase in production.",0.02382224930712644,0.06479158831695708,0.041171912956177045
549,549,There was a quake in the city.,The instrument detected the wave.,The quake produced seismic waves that were detected by the instrument.,0.005952375120902056,0.018920374581668856,0.03705999079539235
550,550,I observed the whole process of guppies giving birth.,I saw the baby guppies come out and swim away.,Guppies are livebearers and give birth to live offspring that can swim immediately after birth.,0.05503841971165793,0.0647201262570416,0.06086228239104335
551,551,The source of the toxins were exposed to a large amount of heat.,It emited a lot highly toxic fumes.,Heat caused the source of toxins to emit highly toxic fumes.,0.0353706055055263,0.03748234353231598,0.053867803311320635
552,552,Mary's body is very flexibel.,She is able to move body joints through a full range of motion.,Regular stretching and physical activity increase flexibility and mobility of joints.,0.02027892710422806,0.03385565254127989,0.02841762139795395
553,553,Tom wanted to get some gelatine.,He hydrolyzed collagen by boiling skin ligaments tendons etc.,"Hydrolyzing collagen breaks down its protein structure, making it easier to extract gelatin.",0.028345269515083867,0.09398679410814893,0.031863659986088894
554,554,Tom puts the bananas in the bag to ripen.,There are water drops on the inner wall of the bag after the banana is ripe.,Condensation occurs due to the release of moisture by the ripening bananas.,0.23392828848112635,0.22664869243476315,0.2537033526870769
555,555,Air saturation builds up.,The resistivity increases gradually.,"Increased air saturation reduces the flow of electrons, leading to an increase in resistivity.",6.699045386032491e-05,0.0097390828698828,0.01607642948519887
556,556,That piece of blue and white porcelain dates from the Song Dynasty.,From its body can be seen the prosperity of the Song Dynasty.,The Song Dynasty's advanced economy and trade led to increased demand and production of luxury goods.,0.02667454310905076,0.045628881628813234,0.03760907964216732
557,557,Seapals were ruptured by naughty kids.,The developing bud lost its protection.,Seapals were ruptured by naughty kids due to their playful and rough behavior.,0.0026411757633520903,0.009506541086765592,0.0033202768668280313
558,558,At night Tom explored the subterranean burrows often excavated by aardvarks.,He found warthogs.,Tom found warthogs because they sometimes use abandoned aardvark burrows as shelter.,0.03287295611927499,0.02761325421724099,0.04044848373055859
559,559,Sheep still need to be outdoors in winter.,Ensuring their nutrition is critical.,Sheep's body heat increases with food digestion.,0.0031117715268896653,0.02633918491734716,0.019350379174626935
560,560,Bob read some related publications.,He learned more details.,Bob gained more knowledge by reading related publications.,0.02544029773973144,0.0373901539716523,0.03460967516580829
561,561,He studied at what are quills made of.,At last he knew they were made of modified hairs with a coat of keratin.,Quills are made of modified hairs with keratin coat for protection.,0.011428402556756088,0.06415985362517786,0.014921428192276978
562,562,The Smiths live in Amazon.,The elderly in the family are all over 90 years old.,Not enough information to provide a specific reason.,0.01610434102335663,0.024258566896479677,0.017164327301013887
563,563,Tom visited the zoo.,Tom discovers that cubs live in different areas of the zoo depending on their genders.,Cubs are separated by gender to prevent breeding and fights.,0.01921111357678906,0.025436291452994416,0.016315921879542936
564,564,Squeezing the juice out of the fruit diminishes the nutritions inside.,Juices are not as good as fruits.,Juicing removes fiber and some nutrients from the fruit.,0.04052289013289363,0.052745665233452095,0.04233940660127909
565,565,"After the Second World War, the population's standard of living and reactions changed.","After World War II, global governance has changed.",The rise of superpowers and increased interdependence led to the need for global cooperation and regulation.,0.05836085520087031,0.06208871984419168,0.07828029555543886
566,566,Tom is very careful about eating healthy.,He substituted linseed oil for soybean oil.,Linseed oil is healthier than soybean oil.,0.05202375730424107,0.18174109943052613,0.06305837446525038
567,567,Mary likes motmots very much.,She likes their turquoise plumage especially.,"Mary likes motmots for their turquoise plumage, which she finds particularly appealing.",0.01938541347575461,0.007825254187050422,0.016838508114425086
568,568,The old man wanted to keep healthy.,The old man ate food that can purify his body.,To maintain his health by removing toxins from his body.,0.04800132286978719,0.04930414465478486,0.043971181228438606
569,569,I planted dogwoods in my garden.,It thrived without being overwhelmed by other various plants.,"Dogwoods prefer filtered sunlight, and their shallow roots make them easy to grow alongside other plants.",0.022789438572500546,0.021779288413750816,0.04006781423971702
570,570,I once used ointments.,I think lotions are better.,Lotions are easier to spread and absorb quickly.,0.04853724939494902,0.004453740388749253,0.056854435268753785
571,571,Customers should be informed of safety instructions.,Attendants who are familiar with safety instructions are needed.,To ensure the safety of the customers.,0.014903290394112718,0.01749062356835351,0.0157127435520461
572,572,The poor lady became our queen.,She could live her natural life span.,"The previous monarch died before the lady, allowing her to become queen and live her natural life span.",0.009693001856627135,0.02285551296124627,0.026113911149741362
573,573,People have long been inseparable from petrochemicals such as plastics.,Experts worry that the environmental protection policy on petroleum use will be aborted.,Economic benefits and industry influence are prioritized over environmental concerns.,0.034302999247925854,0.04025564114932658,0.03561262863377949
574,574,My phone is fully charged.,I can make calls now.,The battery has reached its maximum capacity to hold and provide power for calling.,0.003155494175351278,0.007249638928221372,0.030034849530383368
575,575,Rodents have special teeth.,Teeth show one of their characteristics.,Rodents have special teeth because they are continuously growing throughout their lives.,0.014528599967955285,0.014935746200765725,0.008371495567160209
576,576,John saw the criminal's face and told the police.,The police got the criminal.,John's identification of the criminal led to their arrest by the police.,0.03681483419021214,0.05141900442909796,0.06882773640725275
577,577,Tom has many kinds of waterfowl in his farm.,Tom needs to prepare a variety of different feeds.,Different waterfowl require different nutrients for health and optimal production.,0.016795795642748617,0.023588824433230907,0.028035703648672382
578,578,He is a slave to the landlord's family.,He was forced by the landlord to do something.,Coercion by landlord due to debt or social status.,0.007007780039415996,0.008252615063420492,0.017439918740965853
579,579,The boss made over all his equity in the company.,He no longer has the ownership interest of the business enterprise.,The boss sold his ownership in the company.,0.04205104609414602,0.04550198343429907,0.04371611703694807
580,580,The plastic was decompsed.,There are a lot of carbon dioxide around it.,Plastic decomposition releases carbon dioxide due to the breakdown of carbon-based compounds.,0.005343728534341258,0.07204299810229774,0.006293768774254392
581,581,Mary wants to have a localized massage on her hands.,The doctor tells her to do acupressure.,Acupressure on hands activates reflex points that improve circulation and relieve pain.,0.32900577323790403,0.24185320042593275,0.42190301104190614
582,582,The examination data showed severe calcification.,The doctor said she had an aging placenta.,Insufficient supply of blood and nutrients to the placenta due to aging and other factors.,0.07000039634809976,0.04779595249934131,0.08497201756457519
583,583,The citizens hope the government can build more ways.,The government considers different environmental consequences.,The government evaluates environmental impacts before constructing new infrastructure.,0.04335335875719191,0.047688102775506704,0.05594587385371231
584,584,Peregrines passed my sight.,I saw swift shadows.,Peregrine falcons are known for their swift flight and shadow casting due to their pointed wings and high speed.,0.004634659436508599,0.00532403643508674,0.026721809515948762
585,585,Tom wants to collect some remains of marine invertebrates.,He picked up a lot of seashells.,Seashells are the remains of marine invertebrates.,0.03581021384860541,0.0409999178048465,0.05541636900859215
586,586,This hamburger restaurant ran out of meat.,It ordered raw meat from the farm of cattles.,Shortage of meat led to ordering from a farm.,0.078513567039052,0.06958578090404795,0.07723317755996799
587,587,Lisa went to the zoo and saw the stag.,She saw that most stags are dark brown with a prick on their neck.,Camouflage and display of dominance for mating.,0.0004181733723787361,0.0026870148349371547,0.0020590489312450567
588,588,He is addicted to alcohol.,He can't control his life.,The reason for his addiction to alcohol is a lack of control.,0.004481532187274123,0.009093063500019698,0.045575400629714984
589,589,He earned a lot of mony this season compared with last one.,His profit increased a lot.,"Increased sales, better marketing, cost-cutting measures, or improved products/services.",0.024421110678427158,0.024038856701248043,0.033708692016657535
590,590,The bomb on the left exploded.,The bomb next to it exploded too.,Chain reaction caused by explosive material igniting.,0.030600732985400506,0.03875531096984808,0.049780189728774876
591,591,The doctor told William that his eyesight was gradually losing.,The doctor used radiotherapy to treat William.,The doctor used radiotherapy to slow down or stop the gradual loss of William's eyesight.,0.016393766094812884,0.020057125380881516,0.029137751232704394
592,592,Courtney feels that she has a high level of carbon dioxide.,The doctor takes a blood test on her.,Carbon dioxide levels are measured through blood tests.,0.015274750631308363,0.018953934879955097,0.08121291302171713
593,593,The ground was scattered with decaying fish.,The air is full of the stink of decayed fish.,"Possible answers:
- Fish died and were not removed.
- Pollution led to fish die-off.
- Natural event caused fish mortality.",0.017295390074053042,0.03950928408155504,0.02387677141619603
594,594,Their company has laid down a series of mining rules.,They follow this rule in every mine areas.,To ensure safety and efficiency in mining operations.,0.0158698180387121,0.023311588011165042,0.025326500345122918
595,595,The lady hoped her poodle can have enough nutrients.,She bought various food containing proteins and so on.,To ensure her poodle's nutritional needs are met.,0.016637603698163965,0.021927323492642405,0.02253653736395528
596,596,Tom seached for relevant laws.,He didn't know which version to follow.,"Laws can vary based on location, jurisdiction, time, and amendments.",0.009448561427880623,0.00786371403501981,0.011418283674122023
597,597,Peter exposed a live circuit to a changing magnetic field.,The state of the wire changes.,"Electromagnetic induction induces a voltage causing electric current to flow, changing the state of wire.",0.061643502120035824,0.056978036117244855,0.17435152114304728
598,598,Tom wanted to do some studies.,Tom went to the school lab and finished the studies.,Tom finished the studies in the school lab because it was available and convenient for him.,0.0022134611276505307,0.01172317271039412,0.0038005677416362463
599,599,Explosives dissolve easily in water.,It difficult for scientists to extract the explosive molecules of explosives.,"Explosive molecules are non-polar, hydrophobic and insoluble in water.",0.048542233978177134,0.055300754881781995,0.12256096261136906
600,600,Tom has suffered migraine for a long time.,He felt dizzy yesterday.,Possible answer: The dizziness may be related to Tom's migraine.,0.03674368997483473,0.03919018475488278,0.06240219518819656
601,601,They saw meerkats in South Africa.,They were surprised by its unique patterns.,Meerkats' distinctive patterns help camouflage them in their natural habitat and differentiate them from other meerkats.,0.007632552632360406,0.011045222011727598,0.0156856620886761
602,602,Tom wore two left boots in the morning.,His foot was uncomfortable.,Tom accidentally put on two left boots.,0.044014019795518784,0.03610481085305232,0.04087809756941656
603,603,He analysed the composition of the soil.,He discovered many different elements.,"Soil contains minerals and organic matter, leading to a variety of elements.",0.015243427519118571,0.022210915434299233,0.058958810600256165
604,604,Overloading has caused serious consequences.,There are rules for penalizing such consequences.,To ensure safety and accountability for actions that cause harm or damage.,0.016681488504399423,0.01883282112955909,0.031792338096666636
605,605,Mike is a sheriff.,He was elected as officals in his county.,Mike was elected as sheriff because he won the election and obtained the most votes.,0.0175305624833947,0.02982366192187645,0.011319533541448478
606,606,Tom has many adjacent plots.,These plots are full of wheat.,Tom is a farmer who grows wheat.,0.007335371227233975,0.01957759991615063,0.012085255730328842
607,607,He wiped those nourishment on the tissue.,The test showed that the deeper tissue has got the nourishment.,Capillary diffusion allows nutrients to diffuse from blood vessels into surrounding tissue.,0.011118547789665634,0.0421113854117861,0.04447007328142602
608,608,Larvaceans are growing every day.,Larvaceans would handle more materials to make their houses more comfortable.,Larvaceans increase house size to trap more food particles for filter feeding.,0.008727429086057212,0.03762833465208906,0.0141433386419424
609,609,Tom borrows money from his colleagues every day.,He is in debt now.,Tom's habit of borrowing money every day has led him to accumulate debt.,0.02513653384361518,0.027049539830648915,0.03013856946709288
610,610,Lucy recently has a diet.,She eats a lot of fruit instead of rice .,Lucy's diet involves eating more fruit and less rice for a healthier diet.,0.03344584656872399,0.074753961647537,0.03723039087248577
611,611,This boy was provided with enough toys in his childhood.,His sensory organ developed very well.,"The boy had access to adequate toys which stimulated his senses, enhancing his sensory development.",0.01853874994666374,0.02890748071374249,0.022466047620321318
612,612,Trogons are good at finding cavities.,Trogons built their home in a cavities.,They use cavities for protection from predators and climate.,0.013630983856383736,0.010095585700015713,0.013937354124301627
613,613,This field is all monoculture.,They all just grow corn.,Profitability and government subsidies favor corn over other crops.,0.012109781903727601,0.01771717743033115,0.013699012103036713
614,614,There are many paths in the park.,They have different functions.,"Different paths serve different functions for various activities such as jogging, cycling, walking, and sightseeing.",0.00590201046472234,0.005780084239831963,0.017343084131204795
615,615,Tom's body is deficient in protein.,The doctor advised him to eat more lean pork.,Lean pork is a good source of protein.,0.05928144048308771,0.08016490104823115,0.06839290401638475
616,616,These membranes are permeable.,Exchanges can occur across them.,Membranes contain small pores that allow the passage of certain molecules and ions.,0.002689835083693793,0.006919104158133443,0.04684150384022242
617,617,Iron man is dying.,Every one in the audience region is weeping or crying.,Iron man is a beloved character in the Marvel Cinematic Universe and his death is an emotional moment for fans.,0.013724572203561694,0.01511851775452611,0.030787744603132047
618,618,She had a blood routine examination.,The doctor found the level of carbon dioxide was too high.,"Possible answer: Respiratory acidosis or hypoventilation caused by lung or breathing problems, such as asthma or emphysema.",0.02245739410636169,0.05526792860081335,0.032924403757931535
619,619,John wanted to raise a semi-hardy perennial.,He raised buttercups.,"Buttercups are semi-hardy perennials that can tolerate various growing conditions, making them a good choice for John.",0.003171194325267207,0.021059897536432455,0.014480654648230413
620,620,A lady needed twigs to make an art work.,She took the scissors to cut the shrubs.,She needed smaller pieces of the shrubs for her artwork.,0.03891287857538495,0.020167188309846065,0.028062007908092365
621,621,John is looking in the mirror.,He found his eyes blue.,Genetic traits determined his eye color to be blue.,0.08467191384669925,0.08566180389669134,0.06509410351662279
622,622,The house owner wanted some trees inside his house.,He decided to buy some hemlocks.,Hemlocks make good indoor trees for low light conditions.,0.011071031436861898,0.022364590475003384,0.021815244255267353
623,623,The house was on fire and the people needed water to put it out.,People came to the bay.,The bay was the closest source of water to the burning house.,0.026452694425542895,0.026449856943169436,0.0524556250342311
624,624,He was confused when he faced options.,He was confused about which career path to choose.,Indecision about career path led to confusion.,0.018541886415069805,0.025981520104643628,0.024401083397461432
625,625,Tom is a petrologist.,Tom studies rocks as his analysis.,"Petrologists study rocks to understand their properties, formation, and history of the Earth's crust.",0.0002937996845847763,0.006704811702952763,0.001091040472668022
626,626,I have difficulty checking all the machines.,I turn to the technology of my colleges.,Efficiency and accuracy are improved with technology for machine checks.,0.006360743603063547,0.012678708063298462,0.009766432987274325
627,627,The weather is hot throughout this year.,Beets dosen't grow well.,High temperatures affect the growth of beets.,0.006796539558743672,0.02058822715352973,0.01970039836662987
628,628,The doctor diagnosed the spread of virus particles in the patient.,The doctor found that there were on all epithelial surfaces.,The virus can spread easily on all the surfaces of the body covered with epithelial tissues.,0.028185519481342253,0.020023792323758657,0.03994554773331343
629,629,The content of methanol in the new house overwhelmed the body's capacity.,The worker was poisoned.,Methanol surpasses body's ability to detoxify.,0.020153989449079136,0.024311670935732627,0.02714038396851271
630,630,He explored the metal coating of halogen lamps.,He found some dysprosium.,Dysprosium is added to halogen lamps to improve their efficiency and brightness.,0.001914342994407343,0.020127775230309813,0.1631277484783595
631,631,Tony wanted to buy some food.,He bought one hamburger in a McDonald's store.,Tony was hungry and decided to buy a hamburger in McDonald's.,0.03889475377332605,0.022458549001341657,0.06017914654657789
632,632,He grew up and became a well-known jeweler.,He created a lot of fine jewelry.,He had a passion for jewelry making and developed his skills over time.,0.18634768991307643,0.025151291531434555,0.20817975598015062
633,633,Those men are hikers.,They have a strong desire to drink water.,Dehydration from physical exertion causes the body to crave water to maintain proper hydration levels.,0.0016077154868463478,0.03721298478653701,0.004955803473814567
634,634,Air pressure should be measured.,Barometers are needed.,To determine atmospheric stability and predict weather changes.,0.0709781284341251,0.14354822684452304,0.04413107222150905
635,635,A group of thiefs were caught.,They handed in the stolen things.,They were caught and forced to return what they had stolen.,0.03706000335274768,0.02660214304594444,0.02519859094158379
636,636,He composted the soil.,The pH of the soil gradually balances out.,The decomposition of organic matter releases minerals that neutralize pH.,0.06959165983311959,0.09391657695175001,0.15389134865600473
637,637,My grasshopper did not drink the water I prepared.,"It is normal, what it eats have enough water.",Grasshoppers get most of their water from their food.,0.024417178972145955,0.035199156252080824,0.021809685673809583
638,638,The machine has some functions similar to the human minds.,It can identify some obvious patterns.,Machine learning algorithms can learn from large amounts of data to recognize and identify common patterns.,0.011745951956538346,0.023188157043720466,0.023079920352103003
639,639,Tom squeezed all the fuel with the machine.,The fuel compression was done.,Compression of fuel can increase its energy density and improve combustion efficiency.,0.014585111753539689,0.05280268495193464,0.0556258071147093
640,640,John observes the way animals breathe.,He saw the diaphragm contract as the rabbit inhaled.,"The diaphragm contracts to increase the chest cavity volume, allowing the lungs to expand and fill with air.",0.09765025677913944,0.13076011922205702,0.13041563706911702
641,641,I bred this tiny dog as my pet.,My family called it toy.,"The dog breed is commonly referred to as a ""toy"" breed due to its small size.",0.03711723575769755,0.039619559165324905,0.16031707139563472
642,642,The frogfish rushed to its prey.,The prey got into its mouth.,The frogfish engulfed its prey using its expandable mouth to create suction and pull it in quickly.,0.00677111766698902,0.011092163307316572,0.011152406636918187
643,643,Tom stepped in narrow deep cracks in the glacier.,His friend yelled tom stepped in Crevasses.,Glaciers have cracks called crevasses due to movement and can be dangerous for hikers.,0.2223972467492375,0.0408505098819937,0.24857803748279275
644,644,The list shows that you used much water last month.,I cleaned my whole house in and out during last month.,Increased usage due to house cleaning.,0.02172127519814297,0.025335596160688423,0.03494198114354137
645,645,This special organization is in charge of tracking.,It manages occurrence of data.,To ensure accurate and timely information for decision-making and problem-solving.,0.026794381801467038,0.05125770130131047,0.02152756776869062
646,646,Synthetic resin smells toxic when burned.,Tom's clothes made of polyester smell poisonous when burned.,Polyester is made of synthetic resin which emits toxic fumes when burned.,0.10319534586102379,0.1214720230926234,0.12064845892361906
647,647,There are many sparrows in the orchard.,Many insects are eaten by them.,Sparrows eat insects in orchards as a food source.,0.02546231474312534,0.03746044664350114,0.03669306507999494
648,648,He was bit by wasps.,He felt very painful.,Wasp venom causes pain and inflammation.,0.008949658900727409,0.052584434108732536,0.1594615199516414
649,649,My baby became a teenager.,The baby bike could not bear his weight.,The teenager exceeds the weight capacity of the baby bike.,0.007382447125366491,0.01604684079001056,0.009893226435411588
650,650,I had a budgie.,I found its interest.,Budgies are curious birds and enjoy exploring and investigating their environment.,0.00029509971930656364,0.011377550885193797,0.00020558926842550047
651,651,Tom is an engineer.,He studies different kinds of structures.,"Tom studies structures to design safe and efficient buildings, bridges, and other infrastructure for public use.",0.004212501445313403,0.005677575852670751,0.007752515949849608
652,652,The clocks are moving all the time.,They are like living creatures.,The reason for this is to keep track of time and accurately reflect changes in Earth's rotation around the sun.,0.01529784678925742,0.023504533483079227,0.02774058691882523
653,653,The gardener was hired to take care of my poinsettias.,He prevented it from harm of mealybugs with great efforts.,Gardener saved poinsettias from mealybugs.,0.019704593906694726,0.020596723074833696,0.02326207120082059
654,654,Tom searched the Internet for the nature of loudness of an instrument.,It turned out to be dynamics.,Dynamics refer to the variation in volume and intensity of sound produced by an instrument.,0.0180897264215142,0.019172980176548383,0.04020631174384033
655,655,It is important for people to know important events of the country every day.,The editor has left a special page for national news.,To keep readers informed about important events happening in their country.,0.06637577170707831,0.07582322394957339,0.08454408325163852
656,656,Tom was infected with pneumonia.,Tom's family was worried about him.,"Pneumonia is a serious lung infection that can be life-threatening, leading to worry for his family's wellbeing.",0.009474859838081053,0.01605915450110667,0.09449509990608122
657,657,Tom has just had a wine.,Tom fails the blood test.,Tom's blood alcohol content is above the legal limit.,0.004460440758712141,0.015207191126804404,0.05494596915334603
658,658,They climbed up to the peak of the hill.,They felt the climate much colder than that at the foot of the hill.,"The temperature decreases with height, resulting in a colder climate at the peak.",0.009182385857029504,0.01740306771408986,0.009650816798344829
659,659,Color in a relatively permanent skin layer like the dermis would not fade soon.,Tattoos can keep its color for a long time.,"Tattoo ink is injected deep into the dermis layer, where it's relatively stable and immune to natural skin shedding.",0.028270688348665002,0.028512765583700632,0.08207148523843698
660,660,Kate is suffering from thermal hyperalgesia.,Kate's doctor prescribed a drug containing zinc.,Zinc activates an endogenous opioid system that suppresses pain sensation in thermal hyperalgesia.,0.019792853614873592,0.038899535241632574,0.02115025572692205
661,661,Some of the leaves on Tom's potted plants are getting old and dying.,There are mildew spots on some leaves.,"Possible explanations: insufficient light, overwatering, humid conditions, fungal or bacterial infection, lack of nutrients.",0.02091208547344261,0.02617779163007838,0.04033696944757267
662,662,Tom wants to draw a digital image.,Tom draws graphics by drawing pixels.,"Pixels form the basis of digital images, as they are the smallest unit of visual information.",0.09289398092956118,0.0539409844462572,0.09095684518814637
663,663,She is a witch.,She can heal small animals.,She possesses natural powers and knowledge of herbs.,0.004619313702995519,0.019143142487015263,0.003447833550399893
664,664,Kur is using a microscope to observe the growth of pollen tubes from the surface of pollen grains.,Kur named it germination.,Germination refers to the process of growth and development of a new plant from a seed or spore.,0.07792105856034816,0.1818094488382363,0.10963270355517718
665,665,Lucy has suffered form infertility.,Lucy didn't deliver a live baby.,"Lucy may have fertility issues that prevented a successful pregnancy, or her baby may have had complications leading to death.",0.01478671027073266,0.021686956305754415,0.040328517750099276
666,666,There was a light rain in the polluted city.,The visibility was lower.,"Pollution can mix with water droplets to form smog, reducing visibility during a rainfall.",0.020227635354330507,0.02412191065271844,0.06796806437966793
667,667,The building is of low visibility in fog.,It can only be seen to a low degree.,"Fog scatters and absorbs light, reducing visibility.",0.007314023679349887,0.010833338177290463,0.2602548267103395
668,668,These adolescent boys haven't had any relationships yet.,Masturbation occurs frequently.,Exploration of their sexuality and release of sexual tension.,0.024154850598017016,0.05063679025222369,0.030278323701868958
669,669,Tom wants to collect fructose.,Tom chooses kiwi to collect fructose.,Kiwi has one of the highest fructose content of all fruits.,0.0004710601279775389,0.006736020840401149,0.0022430744644360225
670,670,Tom wants to take photos of kinglets.,Tom goes to evergreen forest to find the bird.,Kinglets are small birds that live in evergreen forests.,0.07015840704984427,0.060172715316441826,0.04901744403309708
671,671,Bob told his mother that the bird was masticating happily.,Mother pointed out Bob's mistake and said that birds can't masticate.,Birds don't have teeth for chewing.,0.01805373864912185,0.015367745323332651,0.013242676219280498
672,672,He wants to control noise.,He uses slits as devices.,"Slits diffract sound waves, creating interference patterns that cancel out noise in certain directions.",0.012348939725733851,0.02018187581431028,0.02314160995164993
673,673,Peter had a serious illness when he was a baby.,His mental development is slower than that of his peers.,Peter's serious illness in infancy caused slower mental development than his peers.,0.016641591592494426,0.023129281011689044,0.03943555540628798
674,674,The man invented speech resynthesis.,Its is possible for text-to-speech process in different languages.,"Speech resynthesis uses phonemes, which are universal sound units, to recreate speech in any language.",0.01350180825432981,0.02260069683880933,0.01644570053844372
675,675,The magazine has pictures of naked girls.,The magezing is classified as pornographic magazine.,"The magazine contains explicit sexual content that is intended to arouse sexual desire, making it pornographic.",0.014071148571954113,0.055846809088079034,0.02378883338154668
676,676,Ability of chemically interacting with many other substances indicates chemical instability.,Phenols has chemical instability.,Phenols have a reactive hydroxyl group.,0.06257117621148664,0.11058579406554465,0.07303816261663457
677,677,The explorer wore crampons in climbing the snow mountain.,The spike-soled boots helped him in climbing.,"Crampons provide grip on snowy/icy surfaces, aiding in climbing.",0.09898664112180719,0.0606455027919098,0.3954095162463414
678,678,Mary has to settle all the problems in these three modules.,She tries different principles and solves them respectively.,Each module has different problems that require individualized solutions.,0.016064083369209423,0.031111582461468074,0.022244555834662377
679,679,His major is kinesiology.,He is very knowledgeable about movement.,"Kinesiology is the study of human movement, so his major has provided him with knowledge about movement.",0.005222041495265778,0.017225815136002864,0.010119003644356913
680,680,The multiplet volume increases rapidly.,The occurrence of flocculation had an obvious influence.,"Flocculation causes particles to come closer, increasing the effective size and resulting in a rapid increase in multiplet volume.",0.0010848672118505902,0.09213523008957684,0.008349804357989557
681,681,He bought some equipment.,He got some cloak devices.,To become invisible or undetectable.,0.006919466198459725,0.043262263608878415,0.006634829101529417
682,682,This kingdom is rich in wines.,Their  vines and bounty are envied by other kingdoms.,"Favorable climate, soil conditions, and skilled winemakers result in high-quality grapes and exceptional wines.",0.10161663800155718,0.1500831166831941,0.42774196673472237
683,683,The restaurant sells Smoothies.,They orders fresh fruit from fruit stores.,To ensure the smoothies are made with fresh ingredients.,0.10527438085107253,0.09573965221189977,0.07220464256265928
684,684,Tom has listed a wrong equation.,The whole problem solving process was wrong.,Wrong equation resulted in incorrect solution.,0.03863917211188417,0.057804840410176576,0.047757599549167064
685,685,Scientists cut off the lateral roots of ragweed.,Ragweed is still vigorous.,Ragweed can rely on taproot for nutrients and water.,0.01644343542821242,0.021098060959437885,0.01303290673016764
686,686,Lake wants to work out full hard glute.,Lake's fitness instructor asked him to practice lunge.,"Lunge targets all major muscle groups in the legs and glutes, providing a challenging and effective workout.",0.029635942071583144,0.08027498195044087,0.03846465213823014
687,687,Som oil was added to the carrier oil.,The carrier oil was diluted.,To decrease the concentration or strength of the essential oil.,0.025733687338158957,0.041089309596768604,0.03469310265999786
688,688,The Adhesives were exposed to oxygen.,They hardened.,Oxygen initiates a chemical reaction in adhesives that causes them to harden.,0.01965097096465246,0.014092544403570443,0.026885519928379766
689,689,Tom lost his legs before many years when he happened to a car accident.,He can't walk.,Tom lost his legs in a car accident.,0.011664585697926777,0.01343791212312258,0.039588017120106685
690,690,A boy slipped on the ice.,The boy followed him slipped too.,The second boy slipped on the ice due to reduced friction caused by the first boy's weight.,0.010663400835714772,0.022006943367852933,0.02583278597309488
691,691,Tom is going to buy a bicycle.,He is also equipped with a helmet for safety.,Wearing a helmet provides safety while riding a bicycle to prevent head injuries in case of accidents.,0.042494191856735586,0.0719361213670419,0.05285606237962709
692,692,This tree has great viability.,It has great potential to germinate.,"The tree has good viability due to its strong and healthy condition, providing favorable conditions for germination.",0.08508895180386084,0.24311493885318272,0.06801327206745214
693,693,Tom has some biluminescenes in the sea.,He found that there were some dinoflagellates.,Dinoflagellates cause bioluminescence in the sea.,0.036890117976454195,0.484282595804137,0.054994498090561915
694,694,There was a swan in the office.,The official got the beautiful feather.,"The swan was either in the office or its feather was brought in, likely for ornamental purposes.",0.011096691844413144,0.02236493414399529,0.02536091786883306
695,695,It had been fifteen years since the aardwolf was born.,It died before long.,Short lifespan and/or other environmental factors.,0.00415737129652005,0.003791189637304201,0.0064554648136170775
