,Unnamed: 0,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect
546,546,The student majored in medicine had to choose a ressearch interest.,He chose Psychiatry.,Psychiatry is a branch of medicine.,0.019693707812150758,0.02378248360655659,0.03339659787737423
547,547,My father is an acrobat.,He tried to make my body highly plastic.,Acrobats have plastic bodies.,0.003672018563265424,0.004418778437330144,0.0032618098135710314
548,548,Capitalism had a rapid development in this country.,Many factories which concentrated on production sprung up.,Capitalism is the system of production.,0.02382224930712644,0.026282668653812628,0.027563354466142435
549,549,There was a quake in the city.,The instrument detected the wave.,Quakes produce waves.,0.005952375120902056,0.009117212982436593,0.0064790671162343145
550,550,I observed the whole process of guppies giving birth.,I saw the baby guppies come out and swim away.,Guppies give birth to live babies.,0.05503841971165793,0.06477326718968758,0.07014571749218208
551,551,The source of the toxins were exposed to a large amount of heat.,It emited a lot highly toxic fumes.,Heat produces highly toxic fumes.,0.0353706055055263,0.02724034296960873,0.03890086114992996
552,552,Mary's body is very flexibel.,She is able to move body joints through a full range of motion.,Flexibility is defined as the range of motion around a joint.,0.02027892710422806,0.028377609196126,0.021412367280936213
553,553,Tom wanted to get some gelatine.,He hydrolyzed collagen by boiling skin ligaments tendons etc.,Gelatine is produced by boiling skin ligaments tendons etc.,0.028345269515083867,0.16114365021780164,0.020328519296728076
554,554,Tom puts the bananas in the bag to ripen.,There are water drops on the inner wall of the bag after the banana is ripe.,Bananas produce large quantities of heat when they are ripening.,0.23392828848112635,0.19146372222777366,0.24320132154281382
555,555,Air saturation builds up.,The resistivity increases gradually.,Resistivity increases with air saturation.,6.699045386032491e-05,8.932060514709985e-05,0.0018887598784015705
556,556,That piece of blue and white porcelain dates from the Song Dynasty.,From its body can be seen the prosperity of the Song Dynasty.,Dynasty has bodies.,0.02667454310905076,0.021787403245071515,0.038560982648302655
557,557,Seapals were ruptured by naughty kids.,The developing bud lost its protection.,Seapals provide protection.,0.0026411757633520903,0.014379289441452269,0.0023867435358434397
558,558,At night Tom explored the subterranean burrows often excavated by aardvarks.,He found warthogs.,Warthogs live in subterranean burrows often excavated by aardvarks.,0.03287295611927499,0.0325341495391196,0.048059509047532374
559,559,Sheep still need to be outdoors in winter.,Ensuring their nutrition is critical.,Nutrition is the key to keeping warm during winter months.,0.0031117715268896653,0.009831701200214206,0.018699060202768434
560,560,Bob read some related publications.,He learned more details.,Publications offer details.,0.02544029773973144,0.028756156081204687,0.02975311058599915
561,561,He studied at what are quills made of.,At last he knew they were made of modified hairs with a coat of keratin.,Quills are made of modified hairs with a coat of keratin.,0.011428402556756088,0.06147777475906359,0.013587460918227772
562,562,The Smiths live in Amazon.,The elderly in the family are all over 90 years old.,Age plays roles.,0.01610434102335663,0.015854587022336115,0.01638023244454488
563,563,Tom visited the zoo.,Tom discovers that cubs live in different areas of the zoo depending on their genders.,Cubs vary in areas.,0.01921111357678906,0.03616650348408221,0.016690615551471718
564,564,Squeezing the juice out of the fruit diminishes the nutritions inside.,Juices are not as good as fruits.,Juices contain nutrients.,0.04052289013289363,0.044643204857420474,0.04339172715789808
565,565,"After the Second World War, the population's standard of living and reactions changed.","After World War II, global governance has changed.",Governance is the change brought about by the populations reactions.,0.05836085520087031,0.05206126787814883,0.06009757733773018
566,566,Tom is very careful about eating healthy.,He substituted linseed oil for soybean oil.,Linseed differs from soybean oil in many ways.,0.05202375730424107,0.11504842644983611,0.0673876472909065
567,567,Mary likes motmots very much.,She likes their turquoise plumage especially.,Motmots have turquoise plumage.,0.01938541347575461,0.011216094379721547,0.02240612368110901
568,568,The old man wanted to keep healthy.,The old man ate food that can purify his body.,Health is purification of the body.,0.04800132286978719,0.10319893668578005,0.049022495571031104
569,569,I planted dogwoods in my garden.,It thrived without being overwhelmed by other various plants.,Dogwoods are tolerant of competition from many other plants.,0.022789438572500546,0.020582155899526392,0.04860784237572847
570,570,I once used ointments.,I think lotions are better.,Lotion is a skin protection agent.,0.04853724939494902,0.06928274542740455,0.07098920246413333
571,571,Customers should be informed of safety instructions.,Attendants who are familiar with safety instructions are needed.,Attendants provide safety instruction.,0.014903290394112718,0.020715027022722966,0.021379189279537514
572,572,The poor lady became our queen.,She could live her natural life span.,Queens live natural life span.,0.009693001856627135,0.0239303772511994,0.012995069065316962
573,573,People have long been inseparable from petrochemicals such as plastics.,Experts worry that the environmental protection policy on petroleum use will be aborted.,Petrochemicals are chemicals derived from petroleum.,0.034302999247925854,0.0325182512524907,0.04192197698268888
574,574,My phone is fully charged.,I can make calls now.,Charge creates electricity.,0.003155494175351278,0.003910320985796844,0.006804575534106169
575,575,Rodents have special teeth.,Teeth show one of their characteristics.,Rodents possess characteristics.,0.014528599967955285,0.012959134934787496,0.013708470927124102
576,576,John saw the criminal's face and told the police.,The police got the criminal.,Physiognomy is divination by the face.,0.03681483419021214,0.026094372801609245,0.041811817406853045
577,577,Tom has many kinds of waterfowl in his farm.,Tom needs to prepare a variety of different feeds.,Waterfowl vary in diets.,0.016795795642748617,0.02216190085762431,0.018931262980937624
578,578,He is a slave to the landlord's family.,He was forced by the landlord to do something.,Slavery is something imposed upon a human being by another at some moment after birth.,0.007007780039415996,0.006828562627238316,0.04519875537535682
579,579,The boss made over all his equity in the company.,He no longer has the ownership interest of the business enterprise.,Equity is the ownership interest of a business enterprise.,0.04205104609414602,0.03665072182949891,0.04939680344521193
580,580,The plastic was decompsed.,There are a lot of carbon dioxide around it.,Decomposition releases carbon dioxide.,0.005343728534341258,0.08952149575998475,0.0065813213137866375
581,581,Mary wants to have a localized massage on her hands.,The doctor tells her to do acupressure.,Acupressure is a localized massage.,0.32900577323790403,0.5321291826788351,0.5313363446133249
582,582,The examination data showed severe calcification.,The doctor said she had an aging placenta.,Calcification is common to aging placentas.,0.07000039634809976,0.040017306926739576,0.06575911713704444
583,583,The citizens hope the government can build more ways.,The government considers different environmental consequences.,Construction has environmental consequences.,0.04335335875719191,0.0392878922986588,0.052507259166511895
584,584,Peregrines passed my sight.,I saw swift shadows.,Peregrines are swift-moving birds.,0.004634659436508599,0.0009267183830562387,0.04131879209111551
585,585,Tom wants to collect some remains of marine invertebrates.,He picked up a lot of seashells.,Seawhells are the remains of marine invertebrates.,0.03581021384860541,0.0409999178048465,0.033886119960119816
586,586,This hamburger restaurant ran out of meat.,It ordered raw meat from the farm of cattles.,Hamburgers come from dairy cattle.,0.078513567039052,0.09841195705640247,0.1427862372934172
587,587,Lisa went to the zoo and saw the stag.,She saw that most stags are dark brown with a prick on their neck.,Stags are dark brown with a prick on their neck.,0.0004181733723787361,0.019002419748976755,0.00038534690456418864
588,588,He is addicted to alcohol.,He can't control his life.,Addiction is a life threatening condition.,0.004481532187274123,0.00780318820625262,0.06125015025781187
589,589,He earned a lot of mony this season compared with last one.,His profit increased a lot.,Mymmetries contribute to values.,0.024421110678427158,0.022962267907582292,0.021523982991472616
590,590,The bomb on the left exploded.,The bomb next to it exploded too.,Explosions produce explosions.,0.030600732985400506,0.05184117369464025,0.04371400738851849
591,591,The doctor told William that his eyesight was gradually losing.,The doctor used radiotherapy to treat William.,Radiotherapy uses low dose radiation to stop the progression of vision loss on the retina.,0.016393766094812884,0.049326028705129095,0.03199672269847929
592,592,Courtney feels that she has a high level of carbon dioxide.,The doctor takes a blood test on her.,Carbon dioxide is found in the blood.,0.015274750631308363,0.02123224325934492,0.0744977953509125
593,593,The ground was scattered with decaying fish.,The air is full of the stink of decayed fish.,Stench comes from decaying fish.,0.017295390074053042,0.01482692484283167,0.02464627267327739
594,594,Their company has laid down a series of mining rules.,They follow this rule in every mine areas.,Rules apply to mine areas.,0.0158698180387121,0.023363787043374214,0.02011675051649314
595,595,The lady hoped her poodle can have enough nutrients.,She bought various food containing proteins and so on.,Poodles need proteins.,0.016637603698163965,0.012819351389495786,0.016505527842816642
596,596,Tom seached for relevant laws.,He didn't know which version to follow.,Laws have versions.,0.009448561427880623,0.007084559092447357,0.009565278085969684
597,597,Peter exposed a live circuit to a changing magnetic field.,The state of the wire changes.,Circuits have wires.,0.061643502120035824,0.051162312912569625,0.05483144102550982
598,598,Tom wanted to do some studies.,Tom went to the school lab and finished the studies.,Labs offer studies.,0.0022134611276505307,0.008515967264999291,0.0023687218633582133
599,599,Explosives dissolve easily in water.,It difficult for scientists to extract the explosive molecules of explosives.,Explosives contain explosive molecules.,0.048542233978177134,0.038359661333370265,0.048130650272649775
600,600,Tom has suffered migraine for a long time.,He felt dizzy yesterday.,Dizziness is a common complaint during migraine.,0.03674368997483473,0.026059573315377196,0.06164033697383201
601,601,They saw meerkats in South Africa.,They were surprised by its unique patterns.,Meerkats have unique patterns.,0.007632552632360406,0.005381462101062307,0.008881174156351482
602,602,Tom wore two left boots in the morning.,His foot was uncomfortable.,Boots offer protection.,0.044014019795518784,0.041030436089819364,0.040495725853616674
603,603,He analysed the composition of the soil.,He discovered many different elements.,Soil contains many different elements.,0.015243427519118571,0.02645591574018139,0.02520810443595035
604,604,Overloading has caused serious consequences.,There are rules for penalizing such consequences.,Overloading has consequences.,0.016681488504399423,0.014331913944986811,0.02611322229706305
605,605,Mike is a sheriff.,He was elected as officals in his county.,Sheriffs are officials.,0.0175305624833947,0.00688607443691811,0.015045336544012692
606,606,Tom has many adjacent plots.,These plots are full of wheat.,Plots contain wheat.,0.007335371227233975,0.013020968705919381,0.009036962005013496
607,607,He wiped those nourishment on the tissue.,The test showed that the deeper tissue has got the nourishment.,Nourishment passes into tissue.,0.011118547789665634,0.009582819176317944,0.01395489363333086
608,608,Larvaceans are growing every day.,Larvaceans would handle more materials to make their houses more comfortable.,Larvaceans have large home ranges.,0.008727429086057212,0.021104662878469405,0.00973720660175689
609,609,Tom borrows money from his colleagues every day.,He is in debt now.,Debt is the accumulated debt of the issuer.,0.02513653384361518,0.01937283385371973,0.05093638350268513
610,610,Lucy recently has a diet.,She eats a lot of fruit instead of rice .,Diets include much fruit.,0.03344584656872399,0.022470874614775354,0.02938838528711335
611,611,This boy was provided with enough toys in his childhood.,His sensory organ developed very well.,Toys stimulate development in children.,0.01853874994666374,0.03268461215030519,0.020655752898501408
612,612,Trogons are good at finding cavities.,Trogons built their home in a cavities.,Trogons make their nest from cavities.,0.013630983856383736,0.02126476130434228,0.02182682709036291
613,613,This field is all monoculture.,They all just grow corn.,Monoculture is when all farms grow corn.,0.012109781903727601,0.011317828008424635,0.017156515468523852
614,614,There are many paths in the park.,They have different functions.,Paths have different functions.,0.00590201046472234,0.004006568761455105,0.014971257263727986
615,615,Tom's body is deficient in protein.,The doctor advised him to eat more lean pork.,Pigs provide proteins.,0.05928144048308771,0.060041696045885766,0.054258334196011476
616,616,These membranes are permeable.,Exchanges can occur across them.,Exchanges occur across permeable membranes.,0.002689835083693793,0.0035377901203447284,0.07042148800608433
617,617,Iron man is dying.,Every one in the audience region is weeping or crying.,Dying causes emotion.,0.013724572203561694,0.01545359494999914,0.01595760660354218
618,618,She had a blood routine examination.,The doctor found the level of carbon dioxide was too high.,Dioxide levels in blood are a measure of carbon dioxide concentration.,0.02245739410636169,0.09209503461670836,0.019319631223316636
619,619,John wanted to raise a semi-hardy perennial.,He raised buttercups.,Buttercups are semi-hardy perennial.,0.003171194325267207,0.002462569253464888,0.0024934879244773466
620,620,A lady needed twigs to make an art work.,She took the scissors to cut the shrubs.,Twigs grow in shrubs.,0.03891287857538495,0.03111678545333264,0.036549722979445386
621,621,John is looking in the mirror.,He found his eyes blue.,Eyelids are blue.,0.08467191384669925,0.07091909768589136,0.08501686253719412
622,622,The house owner wanted some trees inside his house.,He decided to buy some hemlocks.,Hemlocks are shade tolerant evergreen tree.,0.011071031436861898,0.10991907683369803,0.01568966421083643
623,623,The house was on fire and the people needed water to put it out.,People came to the bay.,Bays provide water.,0.026452694425542895,0.03187907324350573,0.022468748340445238
624,624,He was confused when he faced options.,He was confused about which career path to choose.,Options guide careers.,0.018541886415069805,0.017007353019090714,0.021492586802919298
625,625,Tom is a petrologist.,Tom studies rocks as his analysis.,Petrologicalists analyze rocks.,0.0002937996845847763,0.008503050878601906,0.0004081914049651285
626,626,I have difficulty checking all the machines.,I turn to the technology of my colleges.,Colleges use technology.,0.006360743603063547,0.00722398384989849,0.008074119189925082
627,627,The weather is hot throughout this year.,Beets dosen't grow well.,Beets grow well in cool weather.,0.006796539558743672,0.01648365891292849,0.021964127048126485
628,628,The doctor diagnosed the spread of virus particles in the patient.,The doctor found that there were on all epithelial surfaces.,Virions seede to all the epithelial surfaces of the body.,0.028185519481342253,0.014635488733985865,0.14616372545558115
629,629,The content of methanol in the new house overwhelmed the body's capacity.,The worker was poisoned.,Methanol is toxic.,0.020153989449079136,0.023540223068380144,0.019740404877714824
630,630,He explored the metal coating of halogen lamps.,He found some dysprosium.,Dysprosium is found in the metal coating of halogen lamps.,0.001914342994407343,0.0016193654212018269,0.1546720639104074
631,631,Tony wanted to buy some food.,He bought one hamburger in a McDonald's store.,McDonald's sells hamburgers.,0.03889475377332605,0.010456979881463,0.03405803097185791
632,632,He grew up and became a well-known jeweler.,He created a lot of fine jewelry.,Jewelers create fine jewelry.,0.18634768991307643,0.01788024217902862,0.16021351363061603
633,633,Those men are hikers.,They have a strong desire to drink water.,Hikers drink water.,0.0016077154868463478,0.035528779127678135,0.0013971819755426774
634,634,Air pressure should be measured.,Barometers are needed.,Barometers are used to measure air pressure.,0.0709781284341251,0.07543042184267239,0.05510065854066693
635,635,A group of thiefs were caught.,They handed in the stolen things.,Thiefs have stolen things.,0.03706000335274768,0.033252476193762495,0.06007512239298084
636,636,He composted the soil.,The pH of the soil gradually balances out.,Compost helps to balance out the ph of the soil.,0.06959165983311959,0.0527635547477623,0.11516054848269217
637,637,My grasshopper did not drink the water I prepared.,"It is normal, what it eats have enough water.",Grasshoppers eat water.,0.024417178972145955,0.024755976151714112,0.029434883990572515
638,638,The machine has some functions similar to the human minds.,It can identify some obvious patterns.,Functions produce patterns.,0.011745951956538346,0.012277213918885498,0.012189734693726305
639,639,Tom squeezed all the fuel with the machine.,The fuel compression was done.,Compression is when all the fuel is squeezed.,0.014585111753539689,0.01473732777649405,0.01641004960741703
640,640,John observes the way animals breathe.,He saw the diaphragm contract as the rabbit inhaled.,Rabbits use diaphragms.,0.09765025677913944,0.024812684580159283,0.08618563496530902
641,641,I bred this tiny dog as my pet.,My family called it toy.,Toys are tiny dogs.,0.03711723575769755,0.02625270669233397,0.05272275764842361
642,642,The frogfish rushed to its prey.,The prey got into its mouth.,Frogfishes have mouths.,0.00677111766698902,0.0034073369276382084,0.005832525337645014
643,643,Tom stepped in narrow deep cracks in the glacier.,His friend yelled tom stepped in Crevasses.,Crevasses are narrow deep cracks in the glacier.,0.2223972467492375,0.17124018602777674,0.3057855025766473
644,644,The list shows that you used much water last month.,I cleaned my whole house in and out during last month.,Cleaning  maintenance.,0.02172127519814297,0.019656235447468008,0.02724153702545604
645,645,This special organization is in charge of tracking.,It manages occurrence of data.,Tracking is the management of occurrence data.,0.026794381801467038,0.04304692171702693,0.019819970162057235
646,646,Synthetic resin smells toxic when burned.,Tom's clothes made of polyester smell poisonous when burned.,Polyester is a synthetic resin.,0.10319534586102379,0.1288535691209076,0.1459728072650484
647,647,There are many sparrows in the orchard.,Many insects are eaten by them.,Sparrows also eat insects.,0.02546231474312534,0.016170943177320367,0.025872947594894332
648,648,He was bit by wasps.,He felt very painful.,Wasps bite people.,0.008949658900727409,0.023958171036954853,0.048075094672382426
649,649,My baby became a teenager.,The baby bike could not bear his weight.,Teenagers gain weight.,0.007382447125366491,0.01648098580349611,0.011233290281462869
650,650,I had a budgie.,I found its interest.,Budgies have interest.,0.00029509971930656364,0.0025089341683677377,0.00026287595698938084
651,651,Tom is an engineer.,He studies different kinds of structures.,Engineers design skeletal structures.,0.004212501445313403,0.0054326831469347515,0.0073662780183017945
652,652,The clocks are moving all the time.,They are like living creatures.,Clocks are like living creatures.,0.01529784678925742,0.01736208930590609,0.0197031084831243
653,653,The gardener was hired to take care of my poinsettias.,He prevented it from harm of mealybugs with great efforts.,Poinsettias are very sensitive to mealybugs.,0.019704593906694726,0.024925035103194926,0.022938540887991722
654,654,Tom searched the Internet for the nature of loudness of an instrument.,It turned out to be dynamics.,Dynamics describe the loudness of an instrument.,0.0180897264215142,0.01990406935622336,0.023071274044258596
655,655,It is important for people to know important events of the country every day.,The editor has left a special page for national news.,Newsletters contain observations.,0.06637577170707831,0.06623664329045857,0.07489704978612581
656,656,Tom was infected with pneumonia.,Tom's family was worried about him.,Pneumonia requires antibiotic therapy.,0.009474859838081053,0.012356388599628496,0.042251472669887755
657,657,Tom has just had a wine.,Tom fails the blood test.,Alcohol goes directly from the stomach into the blood stream.,0.004460440758712141,0.007347259651216391,0.052754345374870636
658,658,They climbed up to the peak of the hill.,They felt the climate much colder than that at the foot of the hill.,Mountains have peaks.,0.009182385857029504,0.006051815551149312,0.029622868775267795
659,659,Color in a relatively permanent skin layer like the dermis would not fade soon.,Tattoos can keep its color for a long time.,Tattoos are relatively permanent skin layers like the dermis.,0.028270688348665002,0.03368066438550433,0.03421433091243619
660,660,Kate is suffering from thermal hyperalgesia.,Kate's doctor prescribed a drug containing zinc.,Zinc alleviates thermal hyperalgesia due to partial nerve injury.,0.019792853614873592,0.04172661884131953,0.02236966930404649
661,661,Some of the leaves on Tom's potted plants are getting old and dying.,There are mildew spots on some leaves.,Microbial fungi attack plants of all ages.,0.02091208547344261,0.01770614939160153,0.02697943536049754
662,662,Tom wants to draw a digital image.,Tom draws graphics by drawing pixels.,Pixels are the basic unit of representation in digital images.,0.09289398092956118,0.051479294629050945,0.110683924834917
663,663,She is a witch.,She can heal small animals.,Witches are healers.,0.004619313702995519,0.052000369305160964,0.0038037986493091804
664,664,Kur is using a microscope to observe the growth of pollen tubes from the surface of pollen grains.,Kur named it germination.,Germination is the growth of pollen tubes from the surface of pollen grains.,0.07792105856034816,0.09562671787220359,0.10996084742953637
665,665,Lucy has suffered form infertility.,Lucy didn't deliver a live baby.,Infertility is the inability to get pregnant.,0.01478671027073266,0.02749710081679726,0.016283604161662347
666,666,There was a light rain in the polluted city.,The visibility was lower.,Visibility is the degree of being visible.,0.020227635354330507,0.016894473366577522,0.02420753902900995
667,667,The building is of low visibility in fog.,It can only be seen to a low degree.,Visibility is the degree of being visible.,0.007314023679349887,0.007224331869228909,0.014588761968691608
668,668,These adolescent boys haven't had any relationships yet.,Masturbation occurs frequently.,Masturbation is common among adolescent boys who have no relationships.,0.024154850598017016,0.03226405353219876,0.025310452029895236
669,669,Tom wants to collect fructose.,Tom chooses kiwi to collect fructose.,Kiwis contain fructose.,0.0004710601279775389,0.011061139936145381,0.005755570405348264
670,670,Tom wants to take photos of kinglets.,Tom goes to evergreen forest to find the bird.,Kinglets live in evergreen trees.,0.07015840704984427,0.06549549965099669,0.05684120603033225
671,671,Bob told his mother that the bird was masticating happily.,Mother pointed out Bob's mistake and said that birds can't masticate.,Masticates are a distinctive of birds.,0.01805373864912185,0.015285481438047406,0.017491569700922353
672,672,He wants to control noise.,He uses slits as devices.,Slits are used as devices to control noise.,0.012348939725733851,0.012435990134663897,0.014178431798757675
673,673,Peter had a serious illness when he was a baby.,His mental development is slower than that of his peers.,Illnesses affect children's mental development.,0.016641591592494426,0.02259731342035581,0.045406249084638646
674,674,The man invented speech resynthesis.,Its is possible for text-to-speech process in different languages.,Resynthesis is a text-to-speech process.,0.01350180825432981,0.017945408710428826,0.009172054268524766
675,675,The magazine has pictures of naked girls.,The magezing is classified as pornographic magazine.,Masturbation is defined as the distribution of nudity in a magazine.,0.014071148571954113,0.027230533829052,0.03856278710922627
676,676,Ability of chemically interacting with many other substances indicates chemical instability.,Phenols has chemical instability.,Phenols have a ability to chemically interact with many other substances.,0.06257117621148664,0.054961290216976925,0.05004141965720397
677,677,The explorer wore crampons in climbing the snow mountain.,The spike-soled boots helped him in climbing.,Crampons are spike-soled boots used in climbing snow mountains.,0.09898664112180719,0.06979880534891757,0.4668006314568123
678,678,Mary has to settle all the problems in these three modules.,She tries different principles and solves them respectively.,Modules apply principles.,0.016064083369209423,0.018649264070615783,0.020814407553409953
679,679,His major is kinesiology.,He is very knowledgeable about movement.,Kinesiology is the study of movement.,0.005222041495265778,0.009038154529652263,0.013362472660548937
680,680,The multiplet volume increases rapidly.,The occurrence of flocculation had an obvious influence.,Flocculation occurs most frequently in multiplet volumes.,0.0010848672118505902,0.02559741378939588,0.002059734846344974
681,681,He bought some equipment.,He got some cloak devices.,Equipment includes cloak devices.,0.006919466198459725,0.004839111459303615,0.006620527073359504
682,682,This kingdom is rich in wines.,Their  vines and bounty are envied by other kingdoms.,Wine is the product of vines.,0.10161663800155718,0.014130709025054918,0.0812509911521834
683,683,The restaurant sells Smoothies.,They orders fresh fruit from fruit stores.,Smoothies make from fresh fruit.,0.10527438085107253,0.04989243954197509,0.09103779082850276
684,684,Tom has listed a wrong equation.,The whole problem solving process was wrong.,Equations apply to problems.,0.03863917211188417,0.041873002167990905,0.04009234630894536
685,685,Scientists cut off the lateral roots of ragweed.,Ragweed is still vigorous.,Ragweeds have conspicuous lateral roots.,0.01644343542821242,0.01236607179808948,0.024081734117796707
686,686,Lake wants to work out full hard glute.,Lake's fitness instructor asked him to practice lunge.,Lunges are essential to working out full hard glutes.,0.029635942071583144,0.042658011572642034,0.02924305572844166
687,687,Som oil was added to the carrier oil.,The carrier oil was diluted.,Dilution occurs when the oil is added to the carrier oil.,0.025733687338158957,0.029243334130838856,0.02889809713616752
688,688,The Adhesives were exposed to oxygen.,They hardened.,Adhesives harden as they expose to oxygen.,0.01965097096465246,0.011905706642262566,0.02957968324741218
689,689,Tom lost his legs before many years when he happened to a car accident.,He can't walk.,Limbs facilitate movement.,0.011664585697926777,0.010652789421203918,0.030975351206322863
690,690,A boy slipped on the ice.,The boy followed him slipped too.,Slips cause follows.,0.010663400835714772,0.013486181351484163,0.011921790672714509
691,691,Tom is going to buy a bicycle.,He is also equipped with a helmet for safety.,Bicycles have safety helmets.,0.042494191856735586,0.01871772331001806,0.03958007390219711
692,692,This tree has great viability.,It has great potential to germinate.,Viability refers to the potential to germinate.,0.08508895180386084,0.027791536549580595,0.058926608289121066
693,693,Tom has some biluminescenes in the sea.,He found that there were some dinoflagellates.,Dinoflagellates are the most common sources of biluminescenes in seawater.,0.036890117976454195,0.0917346145475636,0.04578183737141113
694,694,There was a swan in the office.,The official got the beautiful feather.,Swans have feathers.,0.011096691844413144,0.007066902844043235,0.00964839514362621
695,695,It had been fifteen years since the aardwolf was born.,It died before long.,Aardwolfs live very long periods.,0.00415737129652005,0.021615506283862135,0.00807536187959235
696,696,There is something wrong with the patient's valve.,The doctor found that his valve did not close when the heart contracted.,Valves close when the heart is contracted.,0.02382392872916697,0.03354971235069418,0.028797215863728493
697,697,Jerry is allergic to lactose.,He may eat most unusual foods by mistake.,Lactose is found in most unusual foods.,0.03117927363646877,0.047983055197884206,0.0314104702298973
698,698,A pterosaur was running in the forest.,No one can run more fast than it.,Pterosaurs have locomotion.,0.008711414207280348,0.006208667171872485,0.005702080083695005
699,699,Tom was diagnosed with asexuality.,His wife has no sexual desire on him.,Asexuality is defined as the lack of sexual attraction to other people.,0.024539349047392616,0.025221053601436807,0.034372970838115614
700,700,The boys were trained with patterns.,They developed fixed habits.,Patterns become habits.,0.004681080558911991,0.0039232306170467685,0.0039343956926901555
701,701,The orphan Lucy was sad when she saw a happy family.,The leader of the orphanage decided to find a kind person for her to adopt her.,Adoption involves the permanent transfer of a child from one extended family member to another.,0.10108125651061631,0.09717556557937246,0.0933008055038801
702,702,Lucy's trainer is both a teacher and friend.,She extremely likes her trainer.,Trains have excellent friends.,0.004621429666244963,0.005599257534243462,0.008182403838485168
703,703,Tom was lying in the bed and reading a book.,He fell asleep in a few minutes.,Lying cause sleep.,0.03672701523542719,0.0721086896924964,0.03998222781557916
704,704,Developer Edward was asked to optimize the design.,He hence did unit tests.,Designs include unit tests.,0.007521061680197593,0.0044672093305325455,0.012188230003390924
705,705,Jack suffers from asthma.,Doctors diagnosed his son with asthma.,Diagnoses require medical attention.,0.030563539182831535,0.03060528399382226,0.04372899420091794
706,706,Tom put a magnet near some coins. .,The coins were attracted together by the magnet. .,Coins are magnetic.,0.009782751881205953,0.009842810246533369,0.008781195032178096
707,707,Too many activities have been hold in this city.,Some residents were injured during these activities.,Activities have negative effects.,0.017616289504191616,0.008148147815830606,0.0218529822916484
708,708,The environment here is suitable for the family cercopithicidae.,There are many mangabeys living here.,Mangabeys belong to the family cercopithicidae.,0.015522464018655757,0.021586377440939507,0.016305276699330976
709,709,The acne bacteria was blocked under thick cloth.,The cloth was cut for oxygen to get in.,Cloth allows oxygen to enter the body.,0.019567749786423623,0.02691764143123434,0.029349482347762284
710,710,John put on his the reading glasses to see the ground.,John found a dent in the ground.,Reading glasses make impressions.,0.01467978878108493,0.018350437623801646,0.017422481809993836
711,711,"In addition to the daily food, I also put aquatic insects into merganser's nest.",The next day I found that the aquatic insects had been eaten.,Mergansers eat aquatic insects.,0.020974969480216193,0.024966377106851817,0.028605356848239907
712,712,A salesman visited her and recommend her some laundry detergents.,She was impressed with the salesman’ politeness.,Salesmans have good presentation.,0.010015202061993685,0.019933488679557743,0.018206878079785296
713,713,Some parasites lay their eggs on cloves.,A few days later the eggs died.,Cloves are a natural incubator for parasites.,0.0045519566993491925,0.0048789446142874,0.0054175298339825505
714,714,Tom picked up a whip.,He gave it back to the jockey.,Jockeys carry whip.,0.008702306105216003,0.01167731022897875,0.009366356489024036
715,715,I heard bird songs from green leaves.,I began to look for the orioles hidden in it.,Orioles hide in green leaves.,0.18771501232483725,0.15608102702890708,0.2998093913792295
716,716,The workers have prepared some silts.,They plan to utilise them to build walls.,Silts are used as building materials.,0.006145442984716694,0.009387605515450738,0.005719937510547468
717,717,Lucy majors in ecology.,She studies the relations among different creatures.,Ecology is the study of relationships among different creatures.,0.009647415494180215,0.014211694013851525,0.009030407562794676
718,718,He put the cells in contact with the surface.,He found that adhesion had occurred.,Adhesion occurs when cells come into contact with the surface of a cell.,0.07344861312582002,0.10135068978833629,0.0890011497917046
719,719,A robin is hungry.,It flies to the ground for food.,Bluebirds feed primarily on the ground-like the robin to whom they are related.,0.019391229372109298,0.003266695042757413,0.009277430629636851
720,720,They decided to travel China this summer.,They first left Beijing and started from Shanghai.,Travel starts with leaves.,0.203322701922556,0.17209316169408012,0.17372787749184843
721,721,He was honored as a hero because of his brave deed.,He was allowed three days of extra holiday and he returned his home.,Heros receive heroes.,0.012509261198030983,0.018502728342121876,0.016558176227985326
722,722,Tom has a strong ability to survival.,He was the final winner of the game.,Winners win games.,0.012015914523027693,0.039329946941635184,0.017913389447157188
723,723,Jason and I saw a mammal passing along.,He told me there is a good chance that this mammal is an artiodactyl.,Artiodactyls are the most common mammals.,0.005312678208985012,0.011519003304152715,0.005850617422546374
724,724,The scientists injected nitrite into child blood.,The scientists found that the oxygen carrying capacity of the child's blood declined.,Nitrites reduce the oxygen carrying capacity of blood.,0.02933267184282623,0.045999944993763815,0.0637557019204436
725,725,We saw something plunge-diving from the air.,The teacher explained it was a booby getting its food.,Boobies plunge-dives to get their food.,0.0040044628434041645,0.0016633581704593393,0.004412277643696526
726,726,A star crashes into the sun where nucleosynthesis occurs.,The star is burned and squeezed into ashes.,Nucleosynthesis destroys stars.,0.0363774554686374,0.033564911886350746,0.06426507141743971
727,727,Lucy's mother took use of astragalus to make food for her.,Lucy becomes much healthier than before.,Astragalus offers health benefits.,0.014483658262284435,0.013550318643143664,0.0137548019825878
728,728,Mineral-rich herb is good to human body.,He bought some chickweed to build his body.,Chickweed is a mineral-rich herb.,0.05233122917996182,0.011021200263529212,0.07197957623355195
